"seqnames","start","end","width","strand","SYMBOL"
"chr10",101686966,101718755,31790,"+","DNMBP-AS1"
"chr2",74612845,74621008,8164,"+","DCTN1-AS1"
"chr12",111843752,111889427,45676,"+","SH2B3"
"chr17",40905947,40913275,7329,"-","RAMP2-AS1"
"chr13",45915480,45965618,50139,"+","TPT1-AS1"
"chr12",130518357,130526887,8531,"-","LOC100190940"
"chr5",157098561,157107162,8602,"+","C5orf52"
"chr16",21443345,21445776,2432,"-","LOC100190986"
"chr1",151810339,151813033,2695,"-","C2CD4D"
"chr10",15196721,15197346,626,"-","PPIAP30"
"chr8",77523114,77595510,72397,"-","ZFHX4-AS1"
"chr4",122685740,122687963,2224,"+","PP12613"
"chr20",61885330,61892967,7638,"+","FLJ16779"
"chr22",18512151,18520734,8584,"+","FLJ41941"
"chr18",8360818,8367032,6215,"-","LOC100192426"
"chr20",59827482,60515673,688192,"+","CDH4"
"chr9",36214439,36277053,62615,"-","GNE"
"chr15",73612200,73661605,49406,"-","HCN4"
"chr10",4621443,4720262,98820,"-","LINC00704"
"chr2",131174326,131186119,11794,"-","FAR2P2"
"chr7",104650989,104654588,3600,"-","KMT2E-AS1"
"chr7",104622194,104631612,9419,"-","LINC01004"
"chr1",67263424,67266942,3519,"-","INSL5"
"chr10",99079022,99081672,2651,"+","FRAT1"
"chrUn_gl000218",38786,97454,58669,"-","LOC100233156"
"chr12",47602203,47610226,8024,"-","PCED1B-AS1"
"chr12",49716971,49725514,8544,"+","TROAP"
"chr12",54495993,54496483,491,"+","LOC100240734"
"chr12",54472623,54475607,2985,"-","LOC100240735"
"chr19",867962,893218,25257,"-","MED16"
"chr1",77554667,77685132,130466,"-","PIGK"
"chr5",172381786,172386371,4586,"-","LOC100268168"
"chr20",22034728,22055292,20565,"+","LINC01432"
"chr6",26987145,26988085,941,"-","LOC100270746"
"chr20",18774693,18776709,2017,"+","LOC100270804"
"chr12",2038368,2045742,7375,"-","LINC00940"
"chr2",39146504,39202590,56087,"+","ARHGEF33"
"chr22",46435787,46440748,4962,"-","LINC00899"
"chr2",33152194,33171202,19009,"+","LOC100271832"
"chr16",21415198,21531765,116568,"-","SMG1P3"
"chr19",53547991,53554380,6390,"+","ERVV-2"
"chr19",19256376,19281098,24723,"-","MEF2B"
"chr6",160424323,160428696,4374,"-","AIRN"
"chr7",102123586,102234484,110899,"-","RASA4B"
"chrX",154289900,154299547,9648,"-","CMC4"
"chr9",133452737,133454881,2145,"-","LOC100272217"
"chrX",149106766,149392815,286050,"+","LINC00894"
"chr12",50222326,50234937,12612,"+","BCDIN3D-AS1"
"chr2",234662962,234663991,1030,"-","LOC100286922"
"chr9",79791672,79792833,1162,"-","VPS13A-AS1"
"chr2",87088948,87122165,33218,"+","ANAPC1P1"
"chr2",104995308,105024790,29483,"-","LOC100287010"
"chr8",6261077,6264069,2993,"-","LOC100287015"
"chr16",61555,64090,2536,"+","DDX11L10"
"chr16",89387541,89391518,3978,"+","LOC100287036"
"chr17",73267380,73269976,2597,"+","LOC100287042"
"chr17",20615759,20641178,25420,"+","LOC100287072"
"chr1",11874,14409,2536,"+","DDX11L1"
"chr13",19919189,19920889,1701,"+","LINC00421"
"chr4",9212383,9213975,1593,"+","USP17L10"
"chr9",14511,29739,15229,"-","WASH1"
"chr19",46144905,46146092,1188,"+","EML2-AS1"
"chr4",9217131,9261442,44312,"+","USP17L11"
"chr4",9221878,9266190,44313,"+","USP17L12"
"chr2",109743784,109746575,2792,"-","SH3RF3-AS1"
"chr18",48918412,49088839,170428,"+","LINC01630"
"chr19",22469252,22499978,30727,"+","ZNF729"
"chr3",156390960,156393502,2543,"-","TIPARP-AS1"
"chr4",9226622,9228214,1593,"+","USP17L13"
"chr12",27915599,27924209,8611,"-","MANSC4"
"chr12",30948615,30955645,7031,"+","LINC00941"
"chr4",9245605,9247197,1593,"+","USP17L17"
"chr3",46761073,46777921,16849,"-","PRSS46"
"chr4",9255104,9256696,1593,"+","USP17L19"
"chr4",9269345,9270937,1593,"+","USP17L20"
"chr7",129142320,129152773,10454,"+","SMKR1"
"chr15",73075176,73090540,15365,"+","ADPGK-AS1"
"chr12",116971227,116974318,3092,"+","LINC00173"
"chr9",11987,14525,2539,"+","DDX11L5"
"chr15",74209809,74220589,10781,"-","LOXL1-AS1"
"chr6",119103871,119104581,711,"+","LOC100287632"
"chr3",95373267,95402037,28771,"-","MTHFD2P1"
"chr6",46714654,46726954,12301,"+","ANKRD66"
"chr1",114399257,114443859,44603,"+","AP4B1-AS1"
"chrX",102024095,102140338,116244,"+","LINC00630"
"chr20",36305312,36311636,6325,"+","LOC100287792"
"chr1",231727038,231747836,20799,"-","LINC00582"
"chr8",48100930,48104439,3510,"+","LOC100287846"
"chr3",64064037,64073039,9003,"-","LINC00994"
"chr1",2572807,2706230,133424,"-","TTC34"
"chr1",236686369,236687808,1440,"-","LGALS8-AS1"
"chr10",51592081,51623386,31306,"-","TIMM23"
"chr12",106890188,107168609,278422,"-","LOC100287944"
"chr1",181205524,181207740,2217,"+","GM140"
"chr1",700245,714068,13824,"-","LOC100288069"
"chr11",102654407,102707497,53091,"+","WTAPP1"
"chr1",185292979,185304171,11193,"-","GS1-279B7.1"
"chr18",13419498,13427533,8036,"-","LDLRAD4-AS1"
"chr19",1822088,1824542,2455,"+","LOC100288123"
"chr1",144146811,146467744,2320934,"+","NBPF20"
"chr8",143783670,143808391,24722,"-","LOC100288181"
"chr6",79943391,79946517,3127,"+","HMGN3-AS1"
"chr21",31962424,31962716,293,"-","KRTAP22-2"
"chr21",32090843,32091095,253,"-","KRTAP21-3"
"chr16",15457481,15472151,14671,"-","NPIPA5"
"chr11",113140254,113144623,4370,"-","NCAM1-AS1"
"chr4",53609684,53617807,8124,"-","ERVMER34-1"
"chr3",8235936,8543344,307409,"-","LMCD1-AS1"
"chr21",34637937,34638565,629,"-","IL10RB-AS1"
"chr10",37890366,37891859,1494,"-","MTRNR2L7"
"chr15",102516761,102519296,2536,"-","DDX11L9"
"chr4",9236111,9238060,1950,"+","USP17L15"
"chr7",330136,331454,1319,"+","WI2-2373I1.2"
"chr8",86566828,86757761,190934,"-","REXO1L2P"
"chr15",32812049,32825942,13894,"-","WHAMMP1"
"chr15",30938317,31065209,126893,"+","LOC100288637"
"chrUn_gl000228",112605,124171,11567,"+","DUX4"
"chr13",28710980,28713311,2332,"-","PAN3-AS1"
"chr8",95649513,95651695,2183,"-","LOC100288748"
"chr12",73880,91263,17384,"+","LOC100288778"
"chr20",2795633,2797804,2172,"+","TMEM239"
"chrX",9935398,9936042,645,"+","CLDN34"
"chr3",9258579,9261192,2614,"+","SRGAP3-AS3"
"chr9",123555775,123561009,5235,"+","LOC100288842"
"chr14",39734907,39736265,1359,"-","LOC100288846"
"chr2",36581892,36582713,822,"-","LOC100288911"
"chrUn_gl000213",108007,139339,31333,"-","LOC100288966"
"chr10",81664654,81691574,26921,"+","BMS1P21"
"chr7",141940556,141946886,6331,"-","MOXD2P"
"chr9",130873450,130881013,7564,"-","SLC25A25-AS1"
"chr16",28890278,28891242,965,"-","ATP2A1-AS1"
"chr9",38540566,38577261,36696,"-","FAM95C"
"chrY",9207466,9322271,114806,"-","FAM197Y5P"
"chr1",68297971,68668670,370700,"+","GNG12-AS1"
"chr7",99195902,99208456,12555,"+","GS1-259H13.2"
"chr1",146853914,146989699,135786,"-","LINC00624"
"chr5",98264838,98266713,1876,"+","LOC100289230"
"chr17",10698230,10707416,9187,"-","LINC00675"
"chr9",139979398,139981269,1872,"-","MAN1B1-AS1"
"chr3",142719687,142720309,623,"-","LOC100289361"
"chr13",99848628,99853011,4384,"-","UBAC2-AS1"
"chr11",77850839,77885023,34185,"+","KCTD21-AS1"
"chr13",113621798,113622952,1155,"-","MCF2L-AS1"
"chr8",7272385,7274354,1970,"-","DEFB4B"
"chr20",1754011,1760392,6382,"-","LOC100289473"
"chr6",166756119,166764957,8839,"+","LOC100289495"
"chr10",103578825,103588646,9822,"+","KCNIP2-AS1"
"chr14",70233000,70234430,1431,"-","LOC100289511"
"chr7",102004308,102036769,32462,"+","LOC100289561"
"chr12",133498019,133532892,34874,"-","ZNF605"
"chr19",43326015,43331030,5016,"+","LOC100289650"
"chr15",29033389,29034538,1150,"+","LOC100289656"
"chr5",109218883,109221200,2318,"+","LOC100289673"
"chr7",148959262,148982085,22824,"+","ZNF783"
"chr12",1609657,1613590,3934,"+","LINC00942"
"chr19",58331099,58357606,26508,"+","ZNF587B"
"chr17",78325631,78388968,63338,"-","LOC100294362"
"chr6",137303296,137314368,11073,"-","NHEG1"
"chr16",66400525,66438689,38165,"+","CDH5"
"chr3",71591121,71591240,120,"-","MIR1284"
"chr7",36958962,36959037,76,"-","MIR1200"
"chrX",63005882,63005967,86,"-","MIR1468"
"chr10",14478575,14478660,86,"+","MIR1265"
"chr1",117214371,117214449,79,"+","MIR320B1"
"chr22",20236657,20236734,78,"-","MIR1286"
"chr16",69599711,69599771,61,"-","MIR1538"
"chr15",86313727,86313809,83,"-","MIR1276"
"chr6",33967749,33967828,80,"-","MIR1275"
"chr17",16185328,16185402,75,"+","MIR1288"
"chr2",232756952,232757008,57,"-","MIR1471"
"chr19",15560359,15560419,61,"+","MIR1470"
"chr10",21785491,21785570,80,"-","MIR1915"
"chr18",27878876,27878926,51,"+","MIR302F"
"chr1",231155574,231155670,97,"-","MIR1182"
"chr10",100154975,100155064,90,"-","MIR1287"
"chr5",132763288,132763398,111,"-","MIR1289-2"
"chr18",19263471,19263558,88,"+","MIR320C1"
"chr12",79813037,79813101,65,"+","MIR1252"
"chr20",62572818,62572897,80,"-","MIR1914"
"chr20",2633423,2633488,66,"+","MIR1292"
"chr1",236016300,236016360,61,"-","MIR1537"
"chr6",166922842,166922921,80,"-","MIR1913"
"chr2",177465708,177465780,73,"-","MIR1246"
"chrX",113886019,113886098,80,"+","MIR1912"
"chr14",102026624,102026759,136,"-","MIR1247"
"chr22",45596835,45596900,66,"-","MIR1249"
"chr10",65132717,65132808,92,"-","MIR1296"
"chr2",179246805,179541009,294205,"+","MIR548N"
"chrX",113949650,113949761,112,"+","MIR1298"
"chr10",74119698,74336541,216844,"-","MIR1256"
"chr5",179225278,179225346,69,"-","MIR1229"
"chr14",101509314,101509398,85,"+","MIR1185-1"
"chr1",201777739,201777830,92,"+","MIR1231"
"chr8",128972879,128972941,63,"+","MIR1205"
"chr1",193105633,193105713,81,"+","MIR1278"
"chr6",98472407,98472495,89,"+","MIR2113"
"chr8",10682883,10682953,71,"-","MIR1322"
"chr20",60528602,60528718,117,"-","MIR1257"
"chrX",140008337,140008384,48,"-","MIR320D2"
"chr8",129021144,129021202,59,"+","MIR1206"
"chr2",180725563,180725635,73,"-","MIR1258"
"chr10",105154010,105154158,149,"-","MIR1307"
"chr8",129061398,129061484,87,"+","MIR1207"
"chr1",171070869,171070947,79,"-","MIR1295A"
"chr19",20510081,20579322,69242,"-","MIR1270"
"chr12",69666937,69666998,62,"-","MIR1279"
"chr15",65054586,65054714,129,"-","MIR1272"
"chr8",128808208,128808274,67,"+","MIR1204"
"chr8",7946463,7946611,149,"-","MIR548I3"
"chr13",54886107,54886183,77,"-","MIR1297"
"chr4",114028019,114028111,93,"+","MIR1243"
"chr1",26881033,26881084,52,"+","MIR1976"
"chr7",146991342,147254962,263621,"-","MIR548I4"
"chr1",186029867,186446655,416789,"-","MIR548F1"
"chr18",21901650,21901699,50,"+","MIR320C2"
"chr8",145625476,145625559,84,"-","MIR1234"
"chr22",20073581,20073665,85,"+","MIR1306"
"chr12",57588287,57588359,73,"+","MIR1228"
"chr15",52569314,52569397,84,"-","MIR1266"
"chr3",125509247,125509395,149,"-","MIR548I1"
"chr19",54261486,54261572,87,"+","MIR1283-2"
"chr17",2651372,2651476,105,"-","MIR1253"
"chr14",101510535,101510619,85,"+","MIR1185-2"
"chr19",1816158,1816237,80,"-","MIR1909"
"chr17",46233789,46233873,85,"-","MIR1203"
"chr3",75679914,75680009,96,"+","MIR1324"
"chr19",10514134,10514214,81,"-","MIR1181"
"chrX",117520357,117520434,78,"+","MIR1277"
"chr12",100583662,100583727,66,"+","MIR1827"
"chr2",189842818,189842886,69,"+","MIR1245A"
"chr12",50627925,50627995,71,"-","MIR1293"
"chrX",113997744,113997823,80,"+","MIR1911"
"chr10",115933864,115933938,75,"-","MIR2110"
"chr8",113655722,113655812,91,"+","MIR2053"
"chr19",10662798,10662880,83,"+","MIR1238"
"chr17",79106996,79107108,113,"-","MIR1250"
"chr3",47891045,47891119,75,"+","MIR1226"
"chr15",89151338,89151428,91,"+","MIR1179"
"chr14",77732561,77732633,73,"+","MIR1260A"
"chr22",41488517,41488570,54,"+","MIR1281"
"chr5",167987909,167987970,62,"+","MIR103B1"
"chr13",36047926,36515382,467457,"-","MIR548F5"
"chr11",93466840,93466930,91,"-","MIR1304"
"chr16",70064249,70064325,77,"+","MIR1972-1"
"chr2",25551509,25551590,82,"-","MIR1301"
"chr14",101491901,101491988,88,"+","MIR1197"
"chrX",113887130,113887198,69,"+","MIR1264"
"chr15",44085857,44085957,101,"-","MIR1282"
"chr19",54175222,54175294,73,"+","MIR1323"
"chr17",19247819,19247887,69,"-","MIR1180"
"chr18",47013743,47013792,50,"+","MIR1539"
"chr15",96876490,96876536,47,"+","MIR1469"
"chr8",75617928,75617982,55,"+","MIR2052"
"chr16",85775227,85775306,80,"-","MIR1910"
"chr11",61582633,61582712,80,"-","MIR1908"
"chr19",54191735,54191821,87,"+","MIR1283-1"
"chr4",126428414,126428462,49,"+","MIR2054"
"chr4",183090446,183090531,86,"+","MIR1305"
"chr12",120151439,120151529,91,"-","MIR1178"
"chr4",9557789,9557937,149,"-","MIR548I2"
"chr1",68649201,68649293,93,"-","MIR1262"
"chr11",64136074,64136175,102,"+","MIR1237"
"chr8",129162362,129162434,73,"+","MIR1208"
"chr20",3898149,3898210,62,"-","MIR103B2"
"chr19",2234061,2234148,88,"-","MIR1227"
"chr12",97885687,97885756,70,"+","MIR1251"
"chr4",117220881,117220924,44,"+","MIR1973"
"chr1",178060643,178063128,2486,"-","RASAL2-AS1"
"chr3",106555658,106959485,403828,"-","LINC00882"
"chr2",28112323,28113981,1659,"-","BRE-AS1"
"chr1",234765057,234770526,5470,"+","LINC00184"
"chrX",73247971,73513409,265439,"-","FTX"
"chr5",114914339,114961876,47538,"-","TMED7-TICAM2"
"chr20",5100232,5100615,384,"+","PCNA-AS1"
"chr10",90751181,90752732,1552,"-","FAS-AS1"
"chr2",10586840,10586975,136,"-","SNORA80B"
"chr5",76008228,76008713,486,"+","NCRUPAR"
"chr1",231664399,232177019,512621,"+","TSNAX-DISC1"
"chr2",145277181,145278465,1285,"+","ZEB2-AS1"
"chrX",118599996,118603083,3088,"-","SLC25A5-AS1"
"chr5",65240633,65241401,769,"-","LOC100303749"
"chr20",18118499,18123812,5314,"+","PET117"
"chr17",1420213,1421390,1178,"+","PITPNA-AS1"
"chr15",49448495,49450822,2328,"+","NDUFAF4P1"
"chr14",57278724,57397550,118827,"+","OTX2-AS1"
"chr7",102191679,102301847,110169,"+","SPDYE2B"
"chr7",6071007,6076183,5177,"+","ANKRD61"
"chr1",224444706,224444843,138,"-","MIR320B2"
"chr11",70130061,70130176,116,"+","MIR548K"
"chr2",213290987,213291084,98,"-","MIR548F2"
"chr7",79400572,79400606,35,"+","MIR548M"
"chr3",151347320,151542394,195075,"+","MIR548H2"
"chr11",43581206,43581303,98,"+","MIR670"
"chr13",53384185,53384275,91,"+","MIR759"
"chr17",41522174,41522253,80,"+","MIR2117"
"chr9",97572244,97572339,96,"+","MIR2278"
"chrX",153285371,153285440,70,"-","MIR718"
"chr2",133014539,133014653,115,"-","MIR663B"
"chr16",30905224,30905306,83,"+","MIR762"
"chrX",113873918,113874002,85,"+","MIR764"
"chrX",149396239,149396318,80,"+","MIR2114"
"chr9",109653505,109848716,195212,"-","MIR548Q"
"chr13",24736555,24736643,89,"+","MIR2276"
"chr3",48616335,48616410,76,"-","MIR711"
"chr15",69116303,69489862,373560,"+","MIR548H4"
"chr15",59463382,59463461,80,"-","MIR2116"
"chr5",92956402,92956494,93,"-","MIR2277"
"chr1",52302016,52302074,59,"-","MIR761"
"chr7",147075109,147075213,105,"-","MIR548F4"
"chr13",41301964,41302011,48,"-","MIR320D1"
"chr22",26951178,26951289,112,"-","MIR548J"
"chr5",54468090,54468181,92,"-","MIR449C"
"chr3",99273153,99717059,443907,"-","MIR548G"
"chr7",27240040,27246130,6091,"+","HOTTIP"
"chr7",100169853,100171270,1418,"-","SAP25"
"chr2",206980297,206981296,1000,"-","GCSHP3"
"chrX",111119279,111147213,27935,"+","TRPC5OS"
"chr12",49782957,49786116,3160,"+","LOC100335030"
"chr2",165544153,165544287,135,"-","SNORA70F"
"chr4",70999321,71012421,13101,"+","CSN1S2BP"
"chrX",2531032,2533388,2357,"-","LINC00102"
"chr19",4402660,4443394,40735,"+","CHAF1A"
"chr12",69021014,69021155,142,"-","SNORA70G"
"chr16",71732470,71732604,135,"-","SNORA70D"
"chr20",14864899,14910161,45263,"-","MACROD2-AS1"
"chr4",1108985,1116952,7968,"-","TMED11P"
"chr19",44609492,44617336,7845,"-","LOC100379224"
"chr2",242483801,242498558,14758,"-","BOK-AS1"
"chr11",82752506,82752640,135,"-","SNORA70E"
"chr1",11900376,11907674,7299,"+","NPPA-AS1"
"chr9",127420715,127460907,40193,"+","MIR181A2HG"
"chr11",117162062,117162857,796,"+","BACE1-AS"
"chr21",30968360,31003067,34708,"+","GRIK1-AS2"
"chr14",20811773,20826063,14291,"+","PARP2"
"chr1",203766651,203769590,2940,"+","ZBED6"
"chr3",51976361,51982883,6523,"+","PARP3"
"chr5",31193762,31329253,135492,"+","CDH6"
"chr17",52978052,53039328,61277,"+","TOM1L1"
"chr10",38082866,38084103,1238,"-","ZNF33BP1"
"chr22",35653445,35691800,38356,"+","HMGXB4"
"chr6",107165327,107235300,69974,"-","LOC100422737"
"chr11",81601783,81601878,96,"-","MIR4300"
"chr2",178120673,178120738,66,"-","MIR3128"
"chr11",46473357,46473437,81,"+","MIR3160-2"
"chr4",7461755,7461845,91,"+","MIR4274"
"chr11",46473355,46473439,85,"-","MIR3160-1"
"chr8",27743556,27743633,78,"-","MIR4287"
"chr18",42550047,42550131,85,"-","MIR4319"
"chr19",47730201,47730276,76,"-","MIR3191"
"chr19",18392887,18392971,85,"+","MIR3188"
"chr17",925716,925799,84,"-","MIR3183"
"chr14",101496389,101496466,78,"+","MIR1193"
"chr1",170120519,170120603,85,"-","MIR3119-1"
"chr18",6374360,6374424,65,"-","MIR4317"
"chr9",97848296,97848376,81,"-","MIR3074"
"chr15",34674270,34820572,146303,"-","MIR1233-2"
"chrX",146331669,146331748,80,"-","MIR514B"
"chr17",75393066,75393136,71,"-","MIR4316"
"chr16",83541951,83542013,63,"+","MIR3182"
"chr19",813584,813653,70,"+","MIR3187"
"chr11",113320745,113320810,66,"-","MIR4301"
"chr1",241295572,241295646,75,"+","MIR3123"
"chr18",35237098,35237178,81,"+","MIR4318"
"chr7",101936369,101936453,85,"+","MIR4285"
"chr3",69098109,69098186,78,"-","MIR3136"
"chr9",139725409,139725475,67,"+","MIR4292"
"chr13",100295313,100295403,91,"+","MIR4306"
"chr2",109757946,109758044,99,"-","MIR4265"
"chr18",47652869,47652933,65,"-","MIR4320"
"chr1",23370798,23370865,68,"+","MIR3115"
"chr10",132760851,132760931,81,"-","MIR378C"
"chr3",15537746,15537815,70,"-","MIR4270"
"chr9",18573304,18573377,74,"+","MIR3152"
"chr1",67094123,67094200,78,"+","MIR3117"
"chr10",131641563,131641638,76,"-","MIR4297"
"chr5",31936208,31936265,58,"-","MIR4279"
"chr20",18451259,18451335,77,"+","MIR3192"
"chr8",29814788,29814864,77,"-","MIR3148"
"chrX",153246549,153246627,79,"-","MIR3202-2"
"chr1",249120576,249120642,67,"+","MIR3124"
"chr11",59362550,59362631,82,"-","MIR3162"
"chr13",98860778,98860854,77,"+","MIR3170"
"chr1",172107948,172108028,81,"+","MIR3120"
"chr20",55896558,55896647,90,"-","MIR4325"
"chr16",16394016,16394099,84,"+","MIR3179-2"
"chr5",86410696,86410771,76,"-","MIR4280"
"chr2",79876420,79876485,66,"-","MIR4264"
"chr20",50069442,50069514,73,"-","MIR3194"
"chr21",31747612,31747696,85,"-","MIR4327"
"chr10",97824072,97824156,85,"-","MIR3157"
"chr9",131007226,131007309,84,"-","MIR3154"
"chr1",209796789,209796855,67,"-","MIR4260"
"chr10",50193557,50193632,76,"-","MIR4294"
"chr4",153410479,153410568,90,"-","MIR3140"
"chr12",26026953,26027012,60,"-","MIR4302"
"chr1",37627164,37627235,72,"+","MIR4255"
"chr19",47730199,47730278,80,"+","MIR3190"
"chr10",103361174,103361254,81,"+","MIR3158-1"
"chr8",28362633,28362699,67,"-","MIR4288"
"chr20",30194989,30195043,55,"+","MIR3193"
"chr15",66332571,66332670,100,"+","MIR4311"
"chr18",14830165,14830241,77,"+","MIR3156-2"
"chr2",189997762,189997837,76,"-","MIR3129"
"chr10",114393929,114394013,85,"+","MIR4295"
"chrX",49775280,49775358,79,"+","MIR500B"
"chr22",31127544,31127628,85,"+","MIR3200"
"chr19",47212550,47212602,53,"-","MIR320E"
"chr1",23189652,23189719,68,"-","MIR4253"
"chr17",79099677,79099755,79,"+","MIR3065"
"chr22",48670176,48670227,52,"+","MIR3201"
"chr11",126858354,126858438,85,"-","MIR3167"
"chr16",9328774,9328803,30,"+","MIR548X"
"chr12",98389161,98389226,66,"-","MIR4303"
"chr19",10341089,10341161,73,"+","MIR4322"
"chr9",96581639,96581703,65,"+","MIR4291"
"chr2",97464015,97464090,76,"+","MIR3127"
"chr2",10332740,10332797,58,"-","MIR4261"
"chrX",150336694,150336798,105,"+","MIR4330"
"chr12",123495214,123495275,62,"-","MIR4304"
"chrX",78156691,78156746,56,"-","MIR4328"
"chr6",27115405,27115467,63,"+","MIR3143"
"chr9",91927140,91927221,82,"+","MIR3153"
"chr4",28821204,28821290,87,"+","MIR4275"
"chr5",159901409,159901490,82,"+","MIR3142"
"chr7",57472731,57472796,66,"+","MIR3147"
"chr13",40238171,40238272,102,"-","MIR4305"
"chr3",67275888,67275951,64,"+","MIR4272"
"chr19",18497372,18497444,73,"+","MIR3189"
"chr17",79418130,79418214,85,"-","MIR3186"
"chr20",61918160,61918218,59,"+","MIR4326"
"chr1",212250955,212251027,73,"+","MIR3122"
"chr7",73125647,73125727,81,"+","MIR4284"
"chr5",153975572,153975632,61,"-","MIR3141"
"chr3",49311553,49311619,67,"+","MIR4271"
"chr11",71783274,71783348,75,"-","MIR3165"
"chr14",103005981,103006063,83,"+","MIR4309"
"chr2",219923410,219923472,63,"-","MIR3131"
"chr2",220771223,220771286,64,"-","MIR4268"
"chr5",176056440,176056501,62,"-","MIR4281"
"chr9",92785723,92785817,95,"-","MIR4290"
"chr8",96085142,96085221,80,"+","MIR3150A"
"chr2",28219234,28219316,83,"+","MIR4263"
"chr5",1708900,1708983,84,"-","MIR4277"
"chr7",19744981,19745059,79,"-","MIR3146"
"chr1",3044539,3044599,61,"+","MIR4251"
"chr17",35391042,35391110,69,"+","MIR2909"
"chr15",69094189,69094264,76,"-","MIR4312"
"chr13",61773932,61774014,83,"-","MIR3169"
"chr16",2581923,2582006,84,"-","MIR3178"
"chr1",6489894,6489956,63,"-","MIR4252"
"chr1",113004392,113004455,64,"-","MIR4256"
"chr17",46801770,46801837,68,"-","MIR3185"
"chr19",49812054,49812125,72,"-","MIR4324"
"chr19",42637597,42637665,69,"-","MIR4323"
"chr14",95604256,95604323,68,"-","MIR3173"
"chr17",7991374,7991465,92,"+","MIR4314"
"chr14",55344831,55344911,81,"-","MIR4308"
"chr2",12877493,12877570,78,"+","MIR3125"
"chrX",153246548,153246628,81,"+","MIR3202-1"
"chr10",45659462,45659536,75,"+","MIR3156-1"
"chr10",6194159,6194240,82,"+","MIR3155A"
"chr9",114758832,115112545,353714,"-","MIR3134"
"chr11",96074602,96074690,89,"+","MIR1260B"
"chr8",104166842,104166917,76,"+","MIR3151"
"chr2",207647958,207648032,75,"-","MIR3130-1"
"chr2",110827538,110827619,82,"-","MIR4267"
"chr15",93447629,93447705,77,"+","MIR3175"
